Kod;Uzemna jednotka;muz (0);muz (1);muz (2);muz (3);muz (4);muz (5);muz (6);muz (7);muz (8);muz (9);muz (10);muz (11);muz (12);muz (13);muz (14);muz (15);muz (16);muz (17);muz (18);muz (19);muz (20);muz (21);muz (22);muz (23);muz (24);muz (25);muz (26);muz (27);muz (28);muz (29);muz (30);muz (31);muz (32);muz (33);muz (34);muz (35);muz (36);muz (37);muz (38);muz (39);muz (40);muz (41);muz (42);muz (43);muz (44);muz (45);muz (46);muz (47);muz (48);muz (49);muz (50);muz (51);muz (52);muz (53);muz (54);muz (55);muz (56);muz (57);muz (58);muz (59);muz (60);muz (61);muz (62);muz (63);muz (64);muz (65);muz (66);muz (67);muz (68);muz (69);muz (70);muz (71);muz (72);muz (73);muz (74);muz (75);muz (76);muz (77);muz (78);muz (79);muz (80);muz (81);muz (82);muz (83);muz (84);muz (85);muz (86);muz (87);muz (88);muz (89);muz (90);muz (91);muz (92);muz (93);muz (94);muz (95);muz (96);muz (97);muz (98);muz (99);muz (100+);zena (0);zena (1);zena (2);zena (3);zena (4);zena (5);zena (6);zena (7);zena (8);zena (9);zena (10);zena (11);zena (12);zena (13);zena (14);zena (15);zena (16);zena (17);zena (18);zena (19);zena (20);zena (21);zena (22);zena (23);zena (24);zena (25);zena (26);zena (27);zena (28);zena (29);zena (30);zena (31);zena (32);zena (33);zena (34);zena (35);zena (36);zena (37);zena (38);zena (39);zena (40);zena (41);zena (42);zena (43);zena (44);zena (45);zena (46);zena (47);zena (48);zena (49);zena (50);zena (51);zena (52);zena (53);zena (54);zena (55);zena (56);zena (57);zena (58);zena (59);zena (60);zena (61);zena (62);zena (63);zena (64);zena (65);zena (66);zena (67);zena (68);zena (69);zena (70);zena (71);zena (72);zena (73);zena (74);zena (75);zena (76);zena (77);zena (78);zena (79);zena (80);zena (81);zena (82);zena (83);zena (84);zena (85);zena (86);zena (87);zena (88);zena (89);zena (90);zena (91);zena (92);zena (93);zena (94);zena (95);zena (96);zena (97);zena (98);zena (99);zena (100+)
SK0101528595;Bratislava - mestska cast Stare Mesto;229;263;255;277;288
